,repo_id,record_num,year_month,community
0,65711522,43,2016-11,Paddle
1,65711522,144,2016-12,Paddle
2,76616099,5,2016-12,
3,75804012,2,2016-12,
4,75261722,1,2016-12,
5,75912778,1,2016-12,
6,65711522,66,2017-01,Paddle
7,76616099,27,2017-01,
8,78274119,1,2017-01,
9,65711522,63,2017-02,Paddle
10,76616099,11,2017-02,
11,65711522,123,2017-03,Paddle
12,76616099,121,2017-03,
13,78517160,1,2017-03,
14,65711522,93,2017-04,Paddle
15,76616099,33,2017-04,
16,88829446,11,2017-04,
17,88800008,3,2017-04,
18,89484677,2,2017-04,
19,88868842,2,2017-04,models
20,78517160,1,2017-04,
21,65711522,130,2017-05,Paddle
22,89484677,47,2017-05,
23,88868842,12,2017-05,models
24,76616099,10,2017-05,
25,88800008,2,2017-05,
26,65711522,124,2017-06,Paddle
27,88868842,41,2017-06,models
28,89484677,33,2017-06,
29,93210289,6,2017-06,
30,76616099,5,2017-06,
31,65711522,178,2017-07,Paddle
32,89484677,30,2017-07,
33,88868842,19,2017-07,models
34,76616099,7,2017-07,
35,79296035,2,2017-07,
36,93210289,1,2017-07,
37,98599362,1,2017-07,
38,65711522,233,2017-08,Paddle
39,89484677,30,2017-08,
40,88868842,24,2017-08,models
41,101101544,16,2017-08,
42,98599362,1,2017-08,
43,99488243,1,2017-08,
44,93210289,1,2017-08,
45,79296035,1,2017-08,
46,98356563,1,2017-08,
47,65711522,240,2017-09,Paddle
48,88868842,60,2017-09,models
49,76616099,42,2017-09,
50,103466347,35,2017-09,
51,89484677,3,2017-09,
52,98599362,3,2017-09,
53,101101544,2,2017-09,
54,79296035,1,2017-09,
55,65711522,333,2017-10,Paddle
56,103466347,85,2017-10,
57,89484677,23,2017-10,
58,88868842,21,2017-10,models
59,101101544,12,2017-10,
60,98599362,7,2017-10,
61,103829150,4,2017-10,
62,105948868,3,2017-10,
63,76616099,1,2017-10,
64,88800008,1,2017-10,
65,65711522,321,2017-11,Paddle
66,103466347,55,2017-11,
67,88868842,52,2017-11,models
68,89484677,27,2017-11,
69,110688239,16,2017-11,
70,101101544,13,2017-11,
71,98599362,6,2017-11,
72,76616099,5,2017-11,
73,109658668,3,2017-11,
74,105948868,3,2017-11,
75,98356563,1,2017-11,
76,65711522,287,2017-12,Paddle
77,88868842,21,2017-12,models
78,98599362,14,2017-12,
79,110688239,12,2017-12,
80,114885555,12,2017-12,
81,103466347,11,2017-12,
82,101101544,7,2017-12,
83,89484677,6,2017-12,
84,75261722,5,2017-12,
85,88800008,2,2017-12,
86,76616099,2,2017-12,
87,105948868,1,2017-12,
88,65711522,328,2018-01,Paddle
89,114885555,103,2018-01,
90,88868842,24,2018-01,models
91,89484677,19,2018-01,
92,103466347,10,2018-01,
93,101101544,4,2018-01,
94,109658668,3,2018-01,
95,105948868,3,2018-01,
96,98599362,2,2018-01,
97,110688239,1,2018-01,
98,76616099,1,2018-01,
99,65711522,223,2018-02,Paddle
100,103466347,27,2018-02,
101,114885555,26,2018-02,
102,88868842,23,2018-02,models
103,89484677,20,2018-02,
104,101101544,9,2018-02,
105,76616099,5,2018-02,
106,110688239,1,2018-02,
107,65711522,247,2018-03,Paddle
108,88868842,39,2018-03,models
109,114885555,36,2018-03,
110,101101544,19,2018-03,
111,103466347,11,2018-03,
112,89484677,10,2018-03,
113,125206311,9,2018-03,
114,123634214,8,2018-03,
115,76616099,3,2018-03,
116,110688239,2,2018-03,
117,65711522,294,2018-04,Paddle
118,114885555,45,2018-04,
119,88868842,34,2018-04,models
120,103466347,11,2018-04,
121,127058653,11,2018-04,
122,125206311,7,2018-04,
123,104208128,7,2018-04,
124,101101544,5,2018-04,
125,123634214,3,2018-04,
126,76616099,3,2018-04,
127,98599362,3,2018-04,
128,89484677,1,2018-04,
129,98356563,1,2018-04,
130,131044128,1,2018-04,
131,65711522,289,2018-05,Paddle
132,104208128,71,2018-05,
133,88868842,24,2018-05,models
134,133907444,16,2018-05,
135,125206311,12,2018-05,
136,114885555,7,2018-05,
137,127058653,5,2018-05,
138,131044128,5,2018-05,
139,101101544,4,2018-05,
140,103466347,3,2018-05,
141,127693333,3,2018-05,
142,76616099,2,2018-05,
143,123634214,1,2018-05,
144,110688239,1,2018-05,
145,65711522,328,2018-06,Paddle
146,133907444,82,2018-06,
147,104208128,63,2018-06,
148,88868842,31,2018-06,models
149,103466347,31,2018-06,
150,76616099,25,2018-06,
151,137793455,23,2018-06,
152,136450404,19,2018-06,
153,127693333,18,2018-06,
154,125206311,12,2018-06,
155,131044128,4,2018-06,
156,89484677,3,2018-06,
157,127058653,3,2018-06,
158,123634214,2,2018-06,
159,114885555,1,2018-06,
160,110688239,1,2018-06,
161,65711522,220,2018-07,Paddle
162,104208128,83,2018-07,
163,103466347,52,2018-07,
164,133907444,44,2018-07,
165,88868842,23,2018-07,models
166,127693333,15,2018-07,
167,139537415,11,2018-07,
168,76616099,11,2018-07,
169,114885555,9,2018-07,
170,137793455,7,2018-07,
171,125206311,5,2018-07,
172,136450404,2,2018-07,
173,123634214,2,2018-07,
174,65711522,246,2018-08,Paddle
175,104208128,110,2018-08,
176,133907444,87,2018-08,
177,88868842,76,2018-08,models
178,103466347,38,2018-08,
179,127693333,28,2018-08,
180,125206311,17,2018-08,
181,76616099,12,2018-08,
182,114885555,7,2018-08,
183,136450404,7,2018-08,
184,123634214,3,2018-08,
185,101101544,2,2018-08,
186,93210289,1,2018-08,
187,65711522,317,2018-09,Paddle
188,104208128,97,2018-09,
189,88868842,67,2018-09,models
190,133907444,56,2018-09,
191,136450404,37,2018-09,
192,103466347,15,2018-09,
193,127693333,13,2018-09,
194,114885555,8,2018-09,
195,101101544,7,2018-09,
196,76616099,5,2018-09,
197,131044128,2,2018-09,
198,125206311,1,2018-09,
199,123634214,1,2018-09,
200,65711522,187,2018-10,Paddle
201,104208128,114,2018-10,
202,136450404,106,2018-10,
203,88868842,52,2018-10,models
204,103466347,35,2018-10,
205,76616099,10,2018-10,
206,125206311,2,2018-10,
207,127693333,2,2018-10,
208,101101544,1,2018-10,
209,65711522,225,2018-11,Paddle
210,136450404,79,2018-11,
211,104208128,39,2018-11,
212,88868842,34,2018-11,models
213,103466347,15,2018-11,
214,131044128,8,2018-11,
215,133907444,5,2018-11,
216,127693333,3,2018-11,
217,76616099,2,2018-11,
218,125206311,2,2018-11,
219,114885555,2,2018-11,
220,127058653,2,2018-11,
221,75912778,1,2018-11,
222,101101544,1,2018-11,
223,65711522,160,2018-12,Paddle
224,136450404,77,2018-12,
225,88868842,36,2018-12,models
226,127693333,28,2018-12,
227,104208128,22,2018-12,
228,133907444,9,2018-12,
229,103466347,8,2018-12,
230,76616099,6,2018-12,
231,131044128,6,2018-12,
232,101101544,5,2018-12,
233,114885555,4,2018-12,
234,161509700,2,2018-12,
235,75912778,1,2018-12,
236,65711522,190,2019-01,Paddle
237,88868842,54,2019-01,models
238,136450404,39,2019-01,
239,104208128,30,2019-01,
240,127693333,18,2019-01,
241,103466347,9,2019-01,
242,125206311,8,2019-01,
243,76616099,4,2019-01,
244,131044128,4,2019-01,
245,164796418,2,2019-01,
246,114885555,1,2019-01,
247,75912778,1,2019-01,
248,133907444,1,2019-01,
249,101101544,1,2019-01,
250,65711522,190,2019-02,Paddle
251,136450404,81,2019-02,
252,88868842,30,2019-02,models
253,76616099,12,2019-02,
254,104208128,9,2019-02,
255,161509700,5,2019-02,
256,127693333,2,2019-02,
257,131044128,2,2019-02,
258,103466347,1,2019-02,
259,171811851,1,2019-02,
260,114885555,1,2019-02,
261,65711522,252,2019-03,Paddle
262,88868842,61,2019-03,models
263,104208128,45,2019-03,
264,136450404,39,2019-03,
265,173544440,27,2019-03,
266,164796418,11,2019-03,
267,127693333,8,2019-03,
268,173032424,6,2019-03,
269,131044128,5,2019-03,
270,75912778,4,2019-03,
271,114885555,3,2019-03,
272,123634214,2,2019-03,
273,76616099,2,2019-03,
274,161509700,1,2019-03,
275,65711522,304,2019-04,Paddle
276,88868842,127,2019-04,models
277,136450404,84,2019-04,
278,173032424,37,2019-04,
279,104208128,24,2019-04,
280,162672577,23,2019-04,PaddleHub
281,131044128,14,2019-04,
282,173544440,10,2019-04,
283,171811851,6,2019-04,
284,164796418,6,2019-04,
285,127693333,5,2019-04,
286,103466347,5,2019-04,
287,76616099,3,2019-04,
288,75912778,3,2019-04,
289,178685945,2,2019-04,
290,161509700,2,2019-04,
291,133907444,2,2019-04,
292,110688239,1,2019-04,
293,65711522,265,2019-05,Paddle
294,88868842,69,2019-05,models
295,104208128,50,2019-05,
296,173032424,34,2019-05,
297,136450404,22,2019-05,
298,127693333,12,2019-05,
299,76616099,11,2019-05,
300,162672577,6,2019-05,PaddleHub
301,161509700,4,2019-05,
302,173544440,3,2019-05,
303,178685945,3,2019-05,
304,103466347,2,2019-05,
305,131044128,2,2019-05,
306,75912778,2,2019-05,
307,125206311,1,2019-05,
308,65711522,324,2019-06,Paddle
309,88868842,164,2019-06,models
310,136450404,83,2019-06,
311,173032424,33,2019-06,
312,104208128,21,2019-06,
313,162672577,13,2019-06,PaddleHub
314,161509700,11,2019-06,
315,76616099,10,2019-06,
316,173544440,8,2019-06,
317,127693333,7,2019-06,
318,191286408,5,2019-06,
319,103466347,4,2019-06,
320,178685945,3,2019-06,
321,164796418,3,2019-06,
322,114885555,3,2019-06,
323,131044128,2,2019-06,
324,127058653,2,2019-06,
325,179445887,1,2019-06,
326,110688239,1,2019-06,
327,125206311,1,2019-06,
328,75912778,1,2019-06,
329,133907444,1,2019-06,
330,88868842,197,2019-07,models
331,65711522,179,2019-07,Paddle
332,136450404,70,2019-07,
333,104208128,51,2019-07,
334,173544440,18,2019-07,
335,164796418,17,2019-07,
336,131044128,17,2019-07,
337,173032424,13,2019-07,
338,178685945,13,2019-07,
339,76616099,9,2019-07,
340,127693333,5,2019-07,
341,161509700,5,2019-07,
342,162672577,4,2019-07,PaddleHub
343,133907444,4,2019-07,
344,114885555,1,2019-07,
345,103466347,1,2019-07,
346,75912778,1,2019-07,
347,196743910,1,2019-07,
348,65711522,221,2019-08,Paddle
349,88868842,97,2019-08,models
350,104208128,84,2019-08,
351,136450404,56,2019-08,
352,164796418,35,2019-08,
353,178685945,29,2019-08,
354,131044128,27,2019-08,
355,173032424,23,2019-08,
356,173544440,12,2019-08,
357,161509700,12,2019-08,
358,162672577,11,2019-08,PaddleHub
359,203514079,8,2019-08,
360,76616099,8,2019-08,
361,204380779,8,2019-08,PaddleSeg
362,196743910,5,2019-08,
363,127058653,5,2019-08,
364,110688239,3,2019-08,
365,127693333,3,2019-08,
366,65711522,294,2019-09,Paddle
367,136450404,233,2019-09,
368,104208128,126,2019-09,
369,88868842,122,2019-09,models
370,164796418,32,2019-09,
371,173032424,31,2019-09,
372,204380779,26,2019-09,PaddleSeg
373,162672577,20,2019-09,PaddleHub
374,178685945,18,2019-09,
375,127058653,10,2019-09,
376,203514079,8,2019-09,
377,76616099,7,2019-09,
378,173544440,7,2019-09,
379,161509700,7,2019-09,
380,210520127,6,2019-09,
381,131044128,6,2019-09,
382,171811851,2,2019-09,
383,196743910,2,2019-09,
384,203899406,2,2019-09,
385,65711522,542,2019-10,Paddle
386,88868842,266,2019-10,models
387,136450404,145,2019-10,
388,104208128,114,2019-10,
389,164796418,24,2019-10,
390,76616099,21,2019-10,
391,173032424,16,2019-10,
392,204380779,14,2019-10,PaddleSeg
393,162672577,13,2019-10,PaddleHub
394,178685945,10,2019-10,
395,210520127,10,2019-10,
396,161509700,10,2019-10,
397,217475193,8,2019-10,PaddleDetection
398,131044128,7,2019-10,
399,210873203,6,2019-10,
400,191286408,6,2019-10,
401,110688239,5,2019-10,
402,127058653,5,2019-10,
403,173544440,3,2019-10,
404,203514079,2,2019-10,
405,123634214,2,2019-10,
406,203899406,1,2019-10,
407,127693333,1,2019-10,
408,65711522,246,2019-11,Paddle
409,104208128,178,2019-11,
410,88868842,76,2019-11,models
411,136450404,45,2019-11,
412,173032424,28,2019-11,
413,217475193,25,2019-11,PaddleDetection
414,162672577,17,2019-11,PaddleHub
415,210520127,16,2019-11,
416,161509700,16,2019-11,
417,204380779,12,2019-11,PaddleSeg
418,164796418,11,2019-11,
419,127693333,10,2019-11,
420,131044128,8,2019-11,
421,178685945,6,2019-11,
422,210873203,5,2019-11,
423,173544440,3,2019-11,
424,203514079,3,2019-11,
425,127058653,3,2019-11,
426,203899406,2,2019-11,
427,191286408,1,2019-11,
428,110688239,1,2019-11,
429,65711522,306,2019-12,Paddle
430,104208128,142,2019-12,
431,88868842,67,2019-12,models
432,136450404,54,2019-12,
433,217475193,36,2019-12,PaddleDetection
434,162672577,27,2019-12,PaddleHub
435,204380779,24,2019-12,PaddleSeg
436,127693333,22,2019-12,
437,227880026,19,2019-12,
438,161509700,17,2019-12,
439,228290594,16,2019-12,PaddleSlim
440,178685945,13,2019-12,
441,224622052,10,2019-12,
442,173032424,9,2019-12,
443,131044128,8,2019-12,
444,210520127,8,2019-12,
445,203514079,6,2019-12,
446,110688239,5,2019-12,
447,164796418,4,2019-12,
448,196743910,3,2019-12,
449,227347371,3,2019-12,
450,225549581,2,2019-12,
451,210873203,2,2019-12,
452,191286408,1,2019-12,
453,203899406,1,2019-12,
454,173544440,1,2019-12,
455,65711522,236,2020-01,Paddle
456,104208128,59,2020-01,
457,88868842,51,2020-01,models
458,136450404,48,2020-01,
459,228290594,31,2020-01,PaddleSlim
460,162672577,27,2020-01,PaddleHub
461,217475193,19,2020-01,PaddleDetection
462,127693333,10,2020-01,
463,227880026,8,2020-01,
464,161509700,8,2020-01,
465,210873203,7,2020-01,
466,204380779,7,2020-01,PaddleSeg
467,76616099,5,2020-01,
468,210520127,5,2020-01,
469,178685945,4,2020-01,
470,173544440,3,2020-01,
471,131044128,2,2020-01,
472,227347371,2,2020-01,
473,203514079,2,2020-01,
474,196743910,1,2020-01,
475,191286408,1,2020-01,
476,228297846,1,2020-01,
477,137793455,1,2020-01,
478,123634214,1,2020-01,
479,110688239,1,2020-01,
480,171811851,1,2020-01,
481,173032424,1,2020-01,
482,65711522,206,2020-02,Paddle
483,104208128,163,2020-02,
484,136450404,100,2020-02,
485,88868842,89,2020-02,models
486,228290594,78,2020-02,PaddleSlim
487,217475193,50,2020-02,PaddleDetection
488,178685945,40,2020-02,
489,162672577,24,2020-02,PaddleHub
490,240226378,17,2020-02,
491,210520127,17,2020-02,
492,204380779,10,2020-02,PaddleSeg
493,173032424,9,2020-02,
494,127693333,9,2020-02,
495,161509700,5,2020-02,
496,227880026,4,2020-02,
497,127058653,2,2020-02,
498,164796418,2,2020-02,
499,191286408,2,2020-02,
500,114885555,2,2020-02,
501,210873203,2,2020-02,
502,203514079,2,2020-02,
503,173544440,1,2020-02,
504,76616099,1,2020-02,
505,131044128,1,2020-02,
506,240230342,1,2020-02,
507,65711522,227,2020-03,Paddle
508,104208128,160,2020-03,
509,178685945,76,2020-03,
510,88868842,68,2020-03,models
511,136450404,63,2020-03,
512,217475193,39,2020-03,PaddleDetection
513,162672577,30,2020-03,PaddleHub
514,114885555,25,2020-03,
515,127693333,21,2020-03,
516,228290594,21,2020-03,PaddleSlim
517,173032424,18,2020-03,
518,131044128,18,2020-03,
519,244790548,16,2020-03,
520,227347371,14,2020-03,
521,228297846,10,2020-03,
522,191286408,7,2020-03,
523,161509700,6,2020-03,
524,204380779,5,2020-03,PaddleSeg
525,250154445,5,2020-03,
526,123634214,4,2020-03,
527,210873203,4,2020-03,
528,210520127,3,2020-03,
529,240226378,3,2020-03,
530,196743910,3,2020-03,
531,164796418,3,2020-03,
532,246509073,3,2020-03,
533,173544440,2,2020-03,
534,240230342,2,2020-03,
535,203736612,2,2020-03,
536,225549581,1,2020-03,
537,227880026,1,2020-03,
538,203899406,1,2020-03,
539,76616099,1,2020-03,
540,203514079,1,2020-03,
541,65711522,612,2020-04,Paddle
542,104208128,143,2020-04,
543,251201169,84,2020-04,
544,178685945,80,2020-04,
545,136450404,65,2020-04,
546,217475193,56,2020-04,PaddleDetection
547,228297846,51,2020-04,
548,228290594,30,2020-04,PaddleSlim
549,88868842,28,2020-04,models
550,173032424,26,2020-04,
551,191286408,23,2020-04,
552,131044128,16,2020-04,
553,203514079,11,2020-04,
554,162672577,8,2020-04,PaddleHub
555,244790548,8,2020-04,
556,127693333,7,2020-04,
557,204380779,7,2020-04,PaddleSeg
558,240226378,7,2020-04,
559,246509073,4,2020-04,
560,123634214,3,2020-04,
561,227880026,3,2020-04,
562,210520127,3,2020-04,
563,114885555,2,2020-04,
564,210873203,2,2020-04,
565,161509700,2,2020-04,
566,173544440,2,2020-04,
567,76616099,1,2020-04,
568,127058653,1,2020-04,
569,164796418,1,2020-04,
570,225549581,1,2020-04,
571,203736612,1,2020-04,
572,259220361,1,2020-04,
573,250154445,1,2020-04,
574,65711522,257,2020-05,Paddle
575,104208128,144,2020-05,
576,136450404,132,2020-05,
577,217475193,101,2020-05,PaddleDetection
578,246509073,80,2020-05,
579,228290594,56,2020-05,PaddleSlim
580,262296122,54,2020-05,PaddleOCR
581,173032424,48,2020-05,
582,88868842,46,2020-05,models
583,178685945,42,2020-05,
584,204380779,31,2020-05,PaddleSeg
585,114885555,22,2020-05,
586,191286408,20,2020-05,
587,162672577,19,2020-05,PaddleHub
588,251201169,19,2020-05,
589,210873203,16,2020-05,
590,261698998,15,2020-05,
591,173544440,15,2020-05,
592,259513732,9,2020-05,
593,131044128,9,2020-05,
594,228297846,8,2020-05,
595,244790548,5,2020-05,
596,240226378,4,2020-05,
597,203514079,4,2020-05,
598,196743910,4,2020-05,
599,127693333,3,2020-05,
600,227880026,2,2020-05,
601,250154445,2,2020-05,
602,161509700,2,2020-05,
603,259220361,2,2020-05,
604,164796418,1,2020-05,
605,110688239,1,2020-05,
606,65711522,189,2020-06,Paddle
607,104208128,72,2020-06,
608,259513732,64,2020-06,
609,136450404,52,2020-06,
610,173032424,47,2020-06,
611,262296122,47,2020-06,PaddleOCR
612,217475193,43,2020-06,PaddleDetection
613,178685945,39,2020-06,
614,251201169,36,2020-06,
615,246509073,33,2020-06,
616,131044128,28,2020-06,
617,228290594,27,2020-06,PaddleSlim
618,114885555,20,2020-06,
619,162672577,14,2020-06,PaddleHub
620,161509700,11,2020-06,
621,88868842,10,2020-06,models
622,204380779,10,2020-06,PaddleSeg
623,173544440,10,2020-06,
624,164796418,8,2020-06,
625,259220361,8,2020-06,
626,191286408,7,2020-06,
627,203514079,7,2020-06,
628,250154445,7,2020-06,
629,240226378,5,2020-06,
630,244790548,5,2020-06,
631,127693333,4,2020-06,
632,210873203,3,2020-06,
633,196743910,1,2020-06,
634,110688239,1,2020-06,
635,203736612,1,2020-06,
636,127058653,1,2020-06,
637,65711522,280,2020-07,Paddle
638,104208128,109,2020-07,
639,262296122,68,2020-07,PaddleOCR
640,246509073,52,2020-07,
641,136450404,50,2020-07,
642,217475193,48,2020-07,PaddleDetection
643,173032424,34,2020-07,
644,114885555,33,2020-07,
645,178685945,27,2020-07,
646,162672577,27,2020-07,PaddleHub
647,251201169,18,2020-07,
648,259513732,16,2020-07,
649,161509700,15,2020-07,
650,131044128,13,2020-07,
651,164796418,11,2020-07,
652,276845708,10,2020-07,
653,228290594,8,2020-07,PaddleSlim
654,88868842,7,2020-07,models
655,227880026,5,2020-07,
656,240226378,5,2020-07,
657,204380779,5,2020-07,PaddleSeg
658,250154445,4,2020-07,
659,259220361,4,2020-07,
660,210873203,3,2020-07,
661,273214029,3,2020-07,PaddleGAN
662,173544440,3,2020-07,
663,191286408,3,2020-07,
664,261698998,2,2020-07,
665,203736612,1,2020-07,
666,65711522,421,2020-08,Paddle
667,136450404,118,2020-08,
668,104208128,96,2020-08,
669,217475193,63,2020-08,PaddleDetection
670,262296122,40,2020-08,PaddleOCR
671,114885555,32,2020-08,
672,164796418,30,2020-08,
673,162672577,25,2020-08,PaddleHub
674,259513732,18,2020-08,
675,228290594,18,2020-08,PaddleSlim
676,246509073,18,2020-08,
677,131044128,17,2020-08,
678,161509700,16,2020-08,
679,173032424,16,2020-08,
680,204380779,13,2020-08,PaddleSeg
681,178685945,13,2020-08,
682,210873203,12,2020-08,
683,251201169,12,2020-08,
684,76616099,8,2020-08,
685,273214029,7,2020-08,PaddleGAN
686,191286408,7,2020-08,
687,259220361,6,2020-08,
688,240226378,4,2020-08,
689,243677660,3,2020-08,
690,196743910,3,2020-08,
691,261698998,2,2020-08,
692,88868842,1,2020-08,models
693,127693333,1,2020-08,
694,203514079,1,2020-08,
695,65711522,558,2020-09,Paddle
696,136450404,183,2020-09,
697,104208128,152,2020-09,
698,173032424,93,2020-09,
699,161509700,86,2020-09,
700,262296122,76,2020-09,PaddleOCR
701,217475193,67,2020-09,PaddleDetection
702,204380779,45,2020-09,PaddleSeg
703,114885555,41,2020-09,
704,88868842,35,2020-09,models
705,76616099,24,2020-09,
706,259513732,23,2020-09,
707,251201169,21,2020-09,
708,228290594,20,2020-09,PaddleSlim
709,246509073,18,2020-09,
710,162672577,13,2020-09,PaddleHub
711,273214029,13,2020-09,PaddleGAN
712,191286408,13,2020-09,
713,178685945,11,2020-09,
714,228297846,11,2020-09,
715,259220361,11,2020-09,
716,210873203,10,2020-09,
717,164796418,10,2020-09,
718,131044128,5,2020-09,
719,127058653,4,2020-09,
720,173544440,4,2020-09,
721,250154445,3,2020-09,
722,289874518,3,2020-09,
723,244790548,1,2020-09,
724,240226378,1,2020-09,
725,203514079,1,2020-09,
726,65711522,381,2020-10,Paddle
727,136450404,84,2020-10,
728,173032424,67,2020-10,
729,104208128,66,2020-10,
730,204380779,59,2020-10,PaddleSeg
731,262296122,56,2020-10,PaddleOCR
732,251201169,47,2020-10,
733,217475193,46,2020-10,PaddleDetection
734,273214029,26,2020-10,PaddleGAN
735,162672577,25,2020-10,PaddleHub
736,161509700,23,2020-10,
737,233520812,15,2020-10,
738,76616099,14,2020-10,
739,88868842,14,2020-10,models
740,127693333,10,2020-10,
741,246509073,10,2020-10,
742,259513732,9,2020-10,
743,228297846,8,2020-10,
744,178685945,6,2020-10,
745,228290594,5,2020-10,PaddleSlim
746,259220361,5,2020-10,
747,296268741,4,2020-10,
748,191286408,3,2020-10,
749,114885555,2,2020-10,
750,131044128,1,2020-10,
751,164796418,1,2020-10,
752,227347371,1,2020-10,
753,240230342,1,2020-10,
754,210873203,1,2020-10,
755,173544440,1,2020-10,
756,65711522,370,2020-11,Paddle
757,104208128,174,2020-11,
758,136450404,112,2020-11,
759,217475193,58,2020-11,PaddleDetection
760,251201169,48,2020-11,
761,262296122,47,2020-11,PaddleOCR
762,173032424,44,2020-11,
763,204380779,40,2020-11,PaddleSeg
764,162672577,25,2020-11,PaddleHub
765,273214029,22,2020-11,PaddleGAN
766,233520812,21,2020-11,
767,246509073,20,2020-11,
768,191286408,17,2020-11,
769,127693333,15,2020-11,
770,88868842,15,2020-11,models
771,164796418,13,2020-11,
772,228290594,12,2020-11,PaddleSlim
773,259220361,11,2020-11,
774,114885555,8,2020-11,
775,131044128,7,2020-11,
776,312259012,7,2020-11,
777,127058653,7,2020-11,
778,161509700,6,2020-11,
779,178685945,5,2020-11,
780,289874518,5,2020-11,
781,261698998,4,2020-11,
782,228297846,3,2020-11,
783,259513732,3,2020-11,
784,210873203,3,2020-11,
785,76616099,3,2020-11,
786,296268741,2,2020-11,
787,276845708,1,2020-11,
788,244790548,1,2020-11,
789,173544440,1,2020-11,
790,65711522,439,2020-12,Paddle
791,104208128,161,2020-12,
792,88868842,142,2020-12,models
793,262296122,120,2020-12,PaddleOCR
794,136450404,120,2020-12,
795,217475193,75,2020-12,PaddleDetection
796,251201169,66,2020-12,
