,repo_id,record_num,year_month,community
797,204380779,64,2020-12,PaddleSeg
798,314704349,57,2020-12,
799,173032424,56,2020-12,
800,178685945,42,2020-12,
801,162672577,37,2020-12,PaddleHub
802,246509073,37,2020-12,
803,228290594,35,2020-12,PaddleSlim
804,114885555,31,2020-12,
805,243677660,30,2020-12,
806,131044128,28,2020-12,
807,261698998,27,2020-12,
808,321995806,26,2020-12,
809,273214029,24,2020-12,PaddleGAN
810,259513732,20,2020-12,
811,312259012,17,2020-12,
812,164796418,16,2020-12,
813,233520812,14,2020-12,
814,259220361,11,2020-12,
815,250154445,9,2020-12,
816,296268741,9,2020-12,
817,191286408,7,2020-12,
818,76616099,7,2020-12,
819,210873203,6,2020-12,
820,127058653,4,2020-12,
821,127693333,3,2020-12,
822,244790548,3,2020-12,
823,161509700,3,2020-12,
824,319575342,2,2020-12,
825,203514079,2,2020-12,
826,240226378,1,2020-12,
827,173544440,1,2020-12,
828,227880026,1,2020-12,
829,65711522,410,2021-01,Paddle
830,104208128,243,2021-01,
831,136450404,86,2021-01,
832,217475193,65,2021-01,PaddleDetection
833,262296122,60,2021-01,PaddleOCR
834,259513732,58,2021-01,
835,173032424,48,2021-01,
836,228290594,44,2021-01,PaddleSlim
837,312259012,44,2021-01,
838,88868842,36,2021-01,models
839,178685945,35,2021-01,
840,251201169,34,2021-01,
841,161509700,30,2021-01,
842,204380779,29,2021-01,PaddleSeg
843,246509073,27,2021-01,
844,233520812,19,2021-01,
845,250154445,18,2021-01,
846,162672577,16,2021-01,PaddleHub
847,131044128,15,2021-01,
848,273214029,14,2021-01,PaddleGAN
849,114885555,13,2021-01,
850,243677660,12,2021-01,
851,127058653,10,2021-01,
852,164796418,10,2021-01,
853,259220361,9,2021-01,
854,244790548,6,2021-01,
855,191286408,5,2021-01,
856,76616099,3,2021-01,
857,261698998,3,2021-01,
858,314704349,3,2021-01,
859,321995806,2,2021-01,
860,240226378,2,2021-01,
861,173544440,2,2021-01,
862,289874518,2,2021-01,
863,127693333,1,2021-01,
864,65711522,244,2021-02,Paddle
865,104208128,82,2021-02,
866,136450404,76,2021-02,
867,217475193,75,2021-02,PaddleDetection
868,262296122,67,2021-02,PaddleOCR
869,178685945,50,2021-02,
870,228290594,41,2021-02,PaddleSlim
871,273214029,31,2021-02,PaddleGAN
872,336274588,31,2021-02,PaddleNLP
873,173032424,24,2021-02,
874,161509700,23,2021-02,
875,88868842,21,2021-02,models
876,250154445,18,2021-02,
877,259513732,17,2021-02,
878,251201169,17,2021-02,
879,204380779,17,2021-02,PaddleSeg
880,246509073,16,2021-02,
881,312259012,11,2021-02,
882,233520812,11,2021-02,
883,243677660,9,2021-02,
884,114885555,8,2021-02,
885,191286408,8,2021-02,
886,240226378,7,2021-02,
887,261698998,7,2021-02,
888,240230342,5,2021-02,
889,227347371,4,2021-02,
890,127058653,4,2021-02,
891,162672577,4,2021-02,PaddleHub
892,244790548,4,2021-02,
893,110688239,4,2021-02,
894,321995806,3,2021-02,
895,259220361,3,2021-02,
896,164796418,3,2021-02,
897,131044128,3,2021-02,
898,276845708,3,2021-02,
899,173544440,2,2021-02,
900,289874518,2,2021-02,
901,314704349,1,2021-02,
902,76616099,1,2021-02,
903,333611338,1,2021-02,
904,65711522,315,2021-03,Paddle
905,104208128,185,2021-03,
906,336274588,105,2021-03,PaddleNLP
907,136450404,81,2021-03,
908,217475193,76,2021-03,PaddleDetection
909,173032424,42,2021-03,
910,262296122,28,2021-03,PaddleOCR
911,273214029,25,2021-03,PaddleGAN
912,131044128,23,2021-03,
913,204380779,22,2021-03,PaddleSeg
914,162672577,19,2021-03,PaddleHub
915,261698998,19,2021-03,
916,250154445,18,2021-03,
917,191286408,15,2021-03,
918,251201169,14,2021-03,
919,127058653,14,2021-03,
920,178685945,13,2021-03,
921,244790548,11,2021-03,
922,246509073,11,2021-03,
923,233520812,11,2021-03,
924,259513732,10,2021-03,
925,312259012,10,2021-03,
926,110688239,10,2021-03,
927,228290594,6,2021-03,PaddleSlim
928,76616099,6,2021-03,
929,161509700,5,2021-03,
930,259220361,4,2021-03,
931,227347371,3,2021-03,
932,114885555,3,2021-03,
933,321995806,3,2021-03,
934,333611338,2,2021-03,
935,240226378,2,2021-03,
936,314704349,2,2021-03,
937,276845708,2,2021-03,
938,289874518,2,2021-03,
939,164796418,1,2021-03,
940,196743910,1,2021-03,
941,243677660,1,2021-03,
942,65711522,362,2021-04,Paddle
943,217475193,152,2021-04,PaddleDetection
944,104208128,151,2021-04,
945,262296122,102,2021-04,PaddleOCR
946,336274588,70,2021-04,PaddleNLP
947,136450404,64,2021-04,
948,178685945,52,2021-04,
949,173032424,27,2021-04,
950,251201169,27,2021-04,
951,246509073,19,2021-04,
952,204380779,19,2021-04,PaddleSeg
953,250154445,19,2021-04,
954,162672577,15,2021-04,PaddleHub
955,228290594,14,2021-04,PaddleSlim
956,273214029,13,2021-04,PaddleGAN
957,164796418,12,2021-04,
958,259513732,10,2021-04,
959,191286408,10,2021-04,
960,161509700,9,2021-04,
961,261698998,8,2021-04,
962,131044128,7,2021-04,
963,244790548,6,2021-04,
964,114885555,6,2021-04,
965,88868842,4,2021-04,models
966,203514079,4,2021-04,
967,312259012,3,2021-04,
968,196743910,3,2021-04,
969,233520812,3,2021-04,
970,259220361,2,2021-04,
971,127693333,2,2021-04,
972,243677660,2,2021-04,
973,240230342,1,2021-04,
974,210873203,1,2021-04,
975,110688239,1,2021-04,
976,276845708,1,2021-04,
977,76616099,1,2021-04,
978,65711522,218,2021-05,Paddle
979,217475193,116,2021-05,PaddleDetection
980,104208128,106,2021-05,
981,336274588,92,2021-05,PaddleNLP
982,136450404,64,2021-05,
983,246509073,61,2021-05,
984,178685945,55,2021-05,
985,262296122,48,2021-05,PaddleOCR
986,314704349,39,2021-05,
987,251201169,34,2021-05,
988,110688239,31,2021-05,
989,227347371,27,2021-05,
990,173544440,23,2021-05,
991,228290594,22,2021-05,PaddleSlim
992,273214029,19,2021-05,PaddleGAN
993,204380779,15,2021-05,PaddleSeg
994,114885555,15,2021-05,
995,321995806,14,2021-05,
996,259513732,13,2021-05,
997,164796418,13,2021-05,
998,131044128,13,2021-05,
999,312259012,13,2021-05,
1000,233520812,12,2021-05,
1001,173032424,12,2021-05,
1002,261698998,11,2021-05,
1003,127693333,9,2021-05,
1004,250154445,8,2021-05,
1005,191286408,8,2021-05,
1006,240226378,7,2021-05,
1007,161509700,7,2021-05,
1008,244790548,6,2021-05,
1009,162672577,5,2021-05,PaddleHub
1010,88868842,5,2021-05,models
1011,127058653,4,2021-05,
1012,243677660,4,2021-05,
1013,259220361,3,2021-05,
1014,203514079,1,2021-05,
1015,76616099,1,2021-05,
1016,210873203,1,2021-05,
1017,196743910,1,2021-05,
1018,227880026,1,2021-05,
1019,65711522,376,2021-06,Paddle
1020,251201169,181,2021-06,
1021,336274588,124,2021-06,PaddleNLP
1022,104208128,116,2021-06,
1023,217475193,73,2021-06,PaddleDetection
1024,136450404,71,2021-06,
1025,246509073,61,2021-06,
1026,227347371,46,2021-06,
1027,262296122,36,2021-06,PaddleOCR
1028,173032424,30,2021-06,
1029,110688239,26,2021-06,
1030,162672577,25,2021-06,PaddleHub
1031,131044128,23,2021-06,
1032,127693333,19,2021-06,
1033,228290594,18,2021-06,PaddleSlim
1034,204380779,17,2021-06,PaddleSeg
1035,259513732,15,2021-06,
1036,191286408,14,2021-06,
1037,161509700,13,2021-06,
1038,273214029,12,2021-06,PaddleGAN
1039,164796418,12,2021-06,
1040,178685945,12,2021-06,
1041,314704349,12,2021-06,
1042,250154445,9,2021-06,
1043,114885555,8,2021-06,
1044,365999954,8,2021-06,
1045,240226378,7,2021-06,
1046,233520812,7,2021-06,
1047,312259012,6,2021-06,
1048,243677660,5,2021-06,
1049,261698998,5,2021-06,
1050,227880026,5,2021-06,
1051,333611338,4,2021-06,
1052,173544440,4,2021-06,
1053,127058653,3,2021-06,
1054,244790548,3,2021-06,
1055,76616099,3,2021-06,
1056,259220361,2,2021-06,
1057,321995806,2,2021-06,
1058,203514079,2,2021-06,
1059,210873203,2,2021-06,
1060,88868842,1,2021-06,models
1061,65711522,335,2021-07,Paddle
1062,104208128,124,2021-07,
1063,217475193,92,2021-07,PaddleDetection
1064,336274588,64,2021-07,PaddleNLP
1065,246509073,51,2021-07,
1066,136450404,49,2021-07,
1067,251201169,48,2021-07,
1068,227347371,45,2021-07,
1069,204380779,43,2021-07,PaddleSeg
1070,262296122,40,2021-07,PaddleOCR
1071,228290594,30,2021-07,PaddleSlim
1072,383138186,30,2021-07,
1073,127693333,27,2021-07,
1074,110688239,24,2021-07,
1075,210873203,21,2021-07,
1076,131044128,16,2021-07,
1077,250154445,13,2021-07,
1078,273214029,12,2021-07,PaddleGAN
1079,178685945,11,2021-07,
1080,161509700,11,2021-07,
1081,191286408,10,2021-07,
1082,173032424,10,2021-07,
1083,259513732,9,2021-07,
1084,162672577,8,2021-07,PaddleHub
1085,243677660,6,2021-07,
1086,261698998,5,2021-07,
1087,233520812,5,2021-07,
1088,314704349,5,2021-07,
1089,88868842,5,2021-07,models
1090,274012656,5,2021-07,
1091,312259012,4,2021-07,
1092,333611338,4,2021-07,
1093,164796418,4,2021-07,
1094,244790548,3,2021-07,
1095,127058653,3,2021-07,
1096,259220361,2,2021-07,
1097,276845708,2,2021-07,
1098,65711522,305,2021-08,Paddle
1099,104208128,109,2021-08,
1100,383138186,72,2021-08,
1101,217475193,66,2021-08,PaddleDetection
1102,262296122,54,2021-08,PaddleOCR
1103,336274588,51,2021-08,PaddleNLP
1104,110688239,43,2021-08,
1105,204380779,38,2021-08,PaddleSeg
1106,251201169,35,2021-08,
1107,246509073,26,2021-08,
1108,136450404,26,2021-08,
1109,178685945,24,2021-08,
1110,227347371,22,2021-08,
1111,259513732,20,2021-08,
1112,243677660,18,2021-08,
1113,273214029,15,2021-08,PaddleGAN
1114,173032424,13,2021-08,
1115,191286408,9,2021-08,
1116,127693333,9,2021-08,
1117,228290594,9,2021-08,PaddleSlim
1118,233520812,9,2021-08,
1119,244790548,8,2021-08,
1120,127058653,8,2021-08,
1121,162672577,8,2021-08,PaddleHub
1122,240230342,7,2021-08,
1123,250154445,7,2021-08,
1124,333611338,6,2021-08,
1125,365999954,6,2021-08,
1126,210873203,6,2021-08,
1127,261698998,5,2021-08,
1128,164796418,5,2021-08,
1129,312259012,4,2021-08,
1130,259220361,4,2021-08,
1131,114885555,3,2021-08,
1132,161509700,2,2021-08,
1133,203514079,2,2021-08,
1134,131044128,2,2021-08,
1135,88868842,2,2021-08,models
1136,314704349,1,2021-08,
1137,240226378,1,2021-08,
1138,65711522,518,2021-09,Paddle
1139,104208128,227,2021-09,
1140,336274588,89,2021-09,PaddleNLP
1141,136450404,83,2021-09,
1142,262296122,76,2021-09,PaddleOCR
1143,110688239,56,2021-09,
1144,251201169,50,2021-09,
1145,383138186,50,2021-09,
1146,204380779,40,2021-09,PaddleSeg
1147,217475193,38,2021-09,PaddleDetection
1148,243677660,31,2021-09,
1149,246509073,30,2021-09,
1150,227347371,28,2021-09,
1151,259513732,24,2021-09,
1152,173032424,20,2021-09,
1153,162672577,18,2021-09,PaddleHub
1154,233520812,16,2021-09,
1155,178685945,14,2021-09,
1156,127058653,13,2021-09,
1157,250154445,11,2021-09,
1158,228290594,11,2021-09,PaddleSlim
1159,273214029,10,2021-09,PaddleGAN
1160,312259012,5,2021-09,
1161,333611338,4,2021-09,
1162,161509700,3,2021-09,
1163,164796418,3,2021-09,
1164,114885555,3,2021-09,
1165,88868842,2,2021-09,models
1166,131044128,2,2021-09,
1167,259220361,2,2021-09,
1168,196743910,2,2021-09,
1169,365999954,2,2021-09,
1170,261698998,2,2021-09,
1171,244790548,2,2021-09,
1172,227880026,1,2021-09,
1173,314704349,1,2021-09,
1174,210873203,1,2021-09,
1175,319575342,1,2021-09,
1176,127693333,1,2021-09,
1177,383138186,13,2021-10,
1178,233520812,11,2021-10,
1179,251201169,8,2021-10,
1180,173032424,3,2021-10,
1181,336274588,3,2021-10,PaddleNLP
1182,65711522,2,2021-10,Paddle
1183,104208128,2,2021-10,
1184,227880026,2,2021-10,
1185,217475193,1,2021-10,PaddleDetection
1186,259513732,1,2021-10,
1187,276845708,1,2021-10,
1188,204380779,1,2021-10,PaddleSeg
1189,261698998,1,2021-10,
1190,262296122,1,2021-10,PaddleOCR
1191,250154445,1,2021-10,
1192,127058653,1,2021-10,
1193,164796418,1,2021-10,
1194,65711522,443,2021-11,Paddle
1195,104208128,186,2021-11,
1196,217475193,174,2021-11,PaddleDetection
1197,383138186,95,2021-11,
1198,110688239,87,2021-11,
1199,251201169,84,2021-11,
1200,262296122,84,2021-11,PaddleOCR
1201,136450404,83,2021-11,
1202,336274588,76,2021-11,PaddleNLP
1203,178685945,55,2021-11,
1204,233520812,53,2021-11,
1205,173032424,41,2021-11,
1206,204380779,37,2021-11,PaddleSeg
1207,259513732,26,2021-11,
1208,273214029,24,2021-11,PaddleGAN
1209,333611338,22,2021-11,
1210,88868842,22,2021-11,models
1211,227347371,16,2021-11,
1212,244790548,14,2021-11,
1213,191286408,13,2021-11,
1214,161509700,13,2021-11,
1215,312259012,11,2021-11,
1216,162672577,11,2021-11,PaddleHub
1217,246509073,11,2021-11,
1218,228290594,10,2021-11,PaddleSlim
1219,427252454,9,2021-11,
1220,250154445,8,2021-11,
1221,261698998,7,2021-11,
1222,127058653,7,2021-11,
1223,203514079,7,2021-11,
1224,210873203,6,2021-11,
1225,131044128,6,2021-11,
1226,164796418,5,2021-11,
1227,264782838,5,2021-11,
1228,114885555,4,2021-11,
1229,227880026,3,2021-11,
1230,127693333,3,2021-11,
1231,403829741,3,2021-11,
1232,259220361,3,2021-11,
1233,276845708,2,2021-11,
1234,173544440,1,2021-11,
1235,314704349,1,2021-11,
1236,240226378,1,2021-11,
1237,65711522,535,2021-12,Paddle
1238,104208128,234,2021-12,
1239,383138186,135,2021-12,
1240,110688239,134,2021-12,
1241,336274588,122,2021-12,PaddleNLP
1242,262296122,99,2021-12,PaddleOCR
1243,173032424,65,2021-12,
1244,217475193,61,2021-12,PaddleDetection
1245,251201169,61,2021-12,
1246,88868842,45,2021-12,models
1247,136450404,44,2021-12,
1248,233520812,43,2021-12,
1249,204380779,35,2021-12,PaddleSeg
1250,178685945,31,2021-12,
1251,259513732,27,2021-12,
1252,244790548,24,2021-12,
1253,127058653,22,2021-12,
1254,312259012,22,2021-12,
1255,273214029,21,2021-12,PaddleGAN
1256,427252454,21,2021-12,
1257,246509073,21,2021-12,
1258,162672577,15,2021-12,PaddleHub
1259,261698998,13,2021-12,
1260,228290594,12,2021-12,PaddleSlim
1261,250154445,12,2021-12,
1262,191286408,12,2021-12,
1263,333611338,11,2021-12,
1264,164796418,10,2021-12,
1265,426046572,8,2021-12,
1266,227347371,6,2021-12,
1267,403829741,5,2021-12,
1268,210873203,5,2021-12,
1269,131044128,5,2021-12,
1270,203514079,4,2021-12,
1271,161509700,3,2021-12,
1272,321995806,3,2021-12,
1273,173544440,3,2021-12,
1274,240226378,2,2021-12,
1275,276845708,2,2021-12,
1276,314704349,1,2021-12,
1277,365999954,1,2021-12,
1278,127693333,1,2021-12,
1279,274012656,1,2021-12,
1280,436903861,1,2021-12,
1281,264782838,1,2021-12,
1282,114885555,1,2021-12,
1283,259220361,1,2021-12,
1284,65711522,406,2022-01,Paddle
1285,104208128,169,2022-01,
1286,383138186,96,2022-01,
1287,110688239,80,2022-01,
1288,262296122,58,2022-01,PaddleOCR
1289,336274588,49,2022-01,PaddleNLP
1290,251201169,38,2022-01,
1291,204380779,34,2022-01,PaddleSeg
1292,173032424,33,2022-01,
1293,136450404,31,2022-01,
1294,127058653,30,2022-01,
1295,312259012,28,2022-01,
1296,178685945,27,2022-01,
1297,217475193,26,2022-01,PaddleDetection
1298,250154445,21,2022-01,
1299,259513732,19,2022-01,
1300,88868842,11,2022-01,models
1301,427252454,10,2022-01,
1302,333611338,10,2022-01,
1303,164796418,10,2022-01,
1304,273214029,9,2022-01,PaddleGAN
1305,203514079,8,2022-01,
1306,314704349,6,2022-01,
1307,228290594,6,2022-01,PaddleSlim
1308,244790548,6,2022-01,
1309,246509073,5,2022-01,
1310,131044128,4,2022-01,
1311,259220361,4,2022-01,
1312,227347371,4,2022-01,
1313,261698998,4,2022-01,
1314,321995806,4,2022-01,
1315,162672577,4,2022-01,PaddleHub
1316,161509700,3,2022-01,
1317,436903861,3,2022-01,
1318,227880026,3,2022-01,
1319,65711522,392,2022-02,Paddle
1320,104208128,104,2022-02,
1321,383138186,53,2022-02,
1322,262296122,52,2022-02,PaddleOCR
1323,110688239,45,2022-02,
1324,127058653,43,2022-02,
1325,173032424,40,2022-02,
1326,178685945,36,2022-02,
1327,136450404,29,2022-02,
1328,250154445,25,2022-02,
1329,251201169,22,2022-02,
1330,227347371,21,2022-02,
1331,336274588,20,2022-02,PaddleNLP
1332,217475193,15,2022-02,PaddleDetection
1333,204380779,14,2022-02,PaddleSeg
1334,244790548,9,2022-02,
1335,333611338,9,2022-02,
1336,312259012,8,2022-02,
1337,427252454,6,2022-02,
1338,426046572,6,2022-02,
1339,88868842,6,2022-02,models
1340,233520812,5,2022-02,
1341,276845708,5,2022-02,
1342,228290594,5,2022-02,PaddleSlim
1343,273214029,4,2022-02,PaddleGAN
1344,259513732,4,2022-02,
1345,314704349,3,2022-02,
1346,162672577,3,2022-02,PaddleHub
1347,131044128,2,2022-02,
1348,261698998,2,2022-02,
1349,365999954,2,2022-02,
1350,423716718,2,2022-02,
1351,161509700,2,2022-02,
1352,240226378,2,2022-02,
1353,210873203,2,2022-02,
1354,203514079,1,2022-02,
1355,227880026,1,2022-02,
1356,296268741,1,2022-02,
1357,321995806,1,2022-02,
1358,89484677,1,2022-02,
1359,65711522,713,2022-03,Paddle
1360,104208128,148,2022-03,
1361,217475193,109,2022-03,PaddleDetection
1362,383138186,100,2022-03,
1363,173032424,98,2022-03,
1364,336274588,88,2022-03,PaddleNLP
1365,110688239,75,2022-03,
1366,136450404,72,2022-03,
1367,262296122,51,2022-03,PaddleOCR
1368,251201169,50,2022-03,
1369,127058653,42,2022-03,
1370,296268741,38,2022-03,
1371,233520812,36,2022-03,
1372,204380779,30,2022-03,PaddleSeg
1373,436903861,30,2022-03,
1374,178685945,28,2022-03,
1375,250154445,27,2022-03,
1376,227347371,24,2022-03,
1377,244790548,24,2022-03,
1378,162672577,24,2022-03,PaddleHub
1379,259513732,16,2022-03,
1380,89484677,15,2022-03,
1381,88868842,15,2022-03,models
1382,203514079,14,2022-03,
1383,312259012,14,2022-03,
1384,427252454,10,2022-03,
1385,228290594,9,2022-03,PaddleSlim
1386,426046572,8,2022-03,
1387,164796418,7,2022-03,
1388,273214029,6,2022-03,PaddleGAN
1389,240226378,5,2022-03,
1390,191286408,4,2022-03,
1391,131044128,4,2022-03,
1392,261698998,3,2022-03,
1393,321995806,3,2022-03,
1394,259220361,3,2022-03,
1395,475341715,3,2022-03,
1396,246509073,2,2022-03,
1397,365999954,2,2022-03,
1398,314704349,1,2022-03,
1399,173544440,1,2022-03,
1400,227880026,1,2022-03,
1401,274012656,1,2022-03,
1402,403829741,1,2022-03,
1403,276845708,1,2022-03,
1404,333611338,1,2022-03,
1405,210873203,1,2022-03,
1406,385199026,1,2022-03,
1407,161509700,1,2022-03,
1408,65711522,761,2022-04,Paddle
1409,217475193,130,2022-04,PaddleDetection
1410,110688239,126,2022-04,
1411,104208128,124,2022-04,
1412,436903861,112,2022-04,
1413,383138186,105,2022-04,
1414,262296122,72,2022-04,PaddleOCR
1415,336274588,71,2022-04,PaddleNLP
1416,136450404,62,2022-04,
1417,204380779,54,2022-04,PaddleSeg
1418,127058653,41,2022-04,
1419,296268741,39,2022-04,
1420,251201169,37,2022-04,
1421,233520812,27,2022-04,
1422,228290594,23,2022-04,PaddleSlim
1423,244790548,22,2022-04,
1424,173032424,19,2022-04,
1425,191286408,19,2022-04,
1426,203514079,16,2022-04,
1427,89484677,12,2022-04,
1428,88868842,11,2022-04,models
1429,261698998,11,2022-04,
1430,475341715,10,2022-04,
1431,427252454,9,2022-04,
1432,162672577,8,2022-04,PaddleHub
1433,259513732,7,2022-04,
1434,178685945,7,2022-04,
1435,312259012,6,2022-04,
1436,314704349,6,2022-04,
1437,131044128,5,2022-04,
1438,164796418,4,2022-04,
1439,196743910,3,2022-04,
1440,276845708,3,2022-04,
1441,250154445,2,2022-04,
1442,259220361,2,2022-04,
1443,273214029,2,2022-04,PaddleGAN
1444,114885555,1,2022-04,
1445,385199026,1,2022-04,
1446,227347371,1,2022-04,
1447,65711522,350,2022-05,Paddle
1448,336274588,146,2022-05,PaddleNLP
1449,262296122,106,2022-05,PaddleOCR
1450,383138186,104,2022-05,
1451,110688239,101,2022-05,
1452,436903861,85,2022-05,
1453,217475193,60,2022-05,PaddleDetection
1454,136450404,57,2022-05,
1455,104208128,46,2022-05,
1456,228290594,43,2022-05,PaddleSlim
1457,251201169,41,2022-05,
1458,233520812,37,2022-05,
1459,204380779,25,2022-05,PaddleSeg
1460,178685945,23,2022-05,
1461,127058653,23,2022-05,
1462,244790548,21,2022-05,
1463,203514079,19,2022-05,
1464,88868842,19,2022-05,models
1465,296268741,18,2022-05,
1466,173544440,18,2022-05,
1467,261698998,17,2022-05,
1468,426046572,16,2022-05,
1469,259513732,15,2022-05,
1470,89484677,14,2022-05,
1471,423716718,13,2022-05,
1472,131044128,12,2022-05,
1473,475341715,12,2022-05,
1474,164796418,12,2022-05,
1475,173032424,11,2022-05,
1476,427252454,10,2022-05,
1477,273214029,9,2022-05,PaddleGAN
1478,469388758,7,2022-05,
1479,246509073,6,2022-05,
1480,312259012,6,2022-05,
1481,314704349,5,2022-05,
1482,191286408,5,2022-05,
1483,259220361,3,2022-05,
1484,162672577,3,2022-05,PaddleHub
1485,250154445,2,2022-05,
1486,333611338,2,2022-05,
1487,240226378,2,2022-05,
1488,403829741,2,2022-05,
1489,161509700,1,2022-05,
1490,365999954,1,2022-05,
1491,385199026,1,2022-05,
1492,276845708,1,2022-05,
1493,65711522,455,2022-06,Paddle
1494,383138186,114,2022-06,
1495,336274588,106,2022-06,PaddleNLP
1496,251201169,105,2022-06,
1497,436903861,90,2022-06,
1498,217475193,83,2022-06,PaddleDetection
1499,104208128,58,2022-06,
1500,110688239,57,2022-06,
1501,262296122,57,2022-06,PaddleOCR
1502,136450404,55,2022-06,
1503,228290594,49,2022-06,PaddleSlim
1504,204380779,36,2022-06,PaddleSeg
1505,261698998,33,2022-06,
1506,127058653,17,2022-06,
1507,475341715,15,2022-06,
1508,296268741,15,2022-06,
1509,312259012,15,2022-06,
1510,426046572,15,2022-06,
1511,259513732,14,2022-06,
1512,233520812,13,2022-06,
1513,427252454,9,2022-06,
1514,164796418,8,2022-06,
1515,173032424,8,2022-06,
1516,321995806,8,2022-06,
1517,114885555,7,2022-06,
1518,244790548,6,2022-06,
1519,196743910,5,2022-06,
1520,469388758,5,2022-06,
1521,131044128,5,2022-06,
1522,161509700,4,2022-06,
1523,173544440,3,2022-06,
1524,333611338,3,2022-06,
1525,250154445,3,2022-06,
1526,276845708,2,2022-06,
1527,507861208,2,2022-06,FastDeploy
1528,259220361,2,2022-06,
1529,88868842,2,2022-06,models
1530,246509073,2,2022-06,
1531,178685945,2,2022-06,
1532,273214029,2,2022-06,PaddleGAN
1533,423716718,2,2022-06,
1534,385199026,1,2022-06,
1535,314704349,1,2022-06,
1536,203514079,1,2022-06,
1537,162672577,1,2022-06,PaddleHub
1538,89484677,1,2022-06,
1539,274012656,1,2022-06,
1540,191286408,1,2022-06,
1541,65711522,383,2022-07,Paddle
1542,436903861,97,2022-07,
1543,217475193,74,2022-07,PaddleDetection
1544,383138186,67,2022-07,
1545,228290594,65,2022-07,PaddleSlim
1546,336274588,63,2022-07,PaddleNLP
1547,493152580,59,2022-07,
1548,110688239,41,2022-07,
1549,507861208,40,2022-07,FastDeploy
1550,262296122,40,2022-07,PaddleOCR
1551,104208128,39,2022-07,
1552,426046572,35,2022-07,
1553,204380779,33,2022-07,PaddleSeg
1554,136450404,29,2022-07,
1555,251201169,23,2022-07,
1556,127058653,20,2022-07,
